video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=N0tO4IQeybY&pp=ygUSYXVzdGluIHJlbnQgcHJpY2Vz,/@KVUETV,KVUE,New report details Austin's rising rent prices by district | KVUE,6.5K,2 years,The new report from HousingWorks Austin shows that the average rent in Austin in 2022 was over $1700 per month. STORY: ...,2026-02-03 04:17:00.797191
/watch?v=GKR9lp1SL_E&pp=ygUSYXVzdGluIHJlbnQgcHJpY2Vz,/@QueenCityNews,Queen City News,Charlotte could imitate Austin when it comes to rental prices,614,1 year,"Austin, Texas, has seen one of the sharpest drops in the country. Thanks for stopping by Queen City News' YouTube channel!",2026-02-03 04:17:00.798638
/watch?v=X5U0EedLHRY&pp=ygUSYXVzdGluIHJlbnQgcHJpY2Vz,/@kxan_news,KXAN,'It's ridiculous': College student-led commission takes on rising Austin housing costs,1.1K,4 years,"As Austin's city council prepares to talk housing affordability at a meeting Tuesday, a special commission is working to make sure ...",2026-02-03 04:17:00.800031
/watch?v=zKe62kQ7-y0&pp=ygUSYXVzdGluIHJlbnQgcHJpY2Vz0gcJCZEKAYcqIYzv,/@kens5,KENS 5: Your San Antonio News Source,University of Texas students dealing with some of the highest rent prices in Austin,905,2 years,"Many of their apartments are going for more than $2000 a month, sparking frustration and new efforts to save.",2026-02-03 04:17:00.801447
/watch?v=fEP5th0Lr28&pp=ygUSYXVzdGluIHJlbnQgcHJpY2Vz,/@KVUETV,KVUE,Austinites renting their apartments on Airbnb to help with living costs | KVUE,9.1K,2 years,Airbnb has a way for apartment renters to earn a little extra money to help with the cost of rent. It comes as rent prices continue to ...,2026-02-03 04:17:00.804636
/shorts/yJaX38j_iS0,/@EliteLuxuryClass,EliteLuxuryClass,"Escape the High Cost of Living: Affordable Homes in Austin, Texas",26,1 year,Discussing the personal experiences of moving from California to Austin. #california #texas #taxes #money #freedom #flexibility ...,2026-02-03 04:17:00.806132
/shorts/y6T5uM4IV4E,/@NatashaIbrahim,Natasha Ibrahim,"What it's REALLY like living in Austin, Texas😮",193K,2 years,austin #texas #austintexas #digitalnomad.,2026-02-03 04:17:00.807523
/watch?v=ehDK0w8AVGo&pp=ygUSYXVzdGluIHJlbnQgcHJpY2Vz,/@extraspacestorage,Extra Space Storage,Best Places to Rent a Home in Austin,534,4 years,"Thinking of renting a home in Austin? Not only is it one of the best big cities to live in the U.S., but it's also one of the best places to ...",2026-02-03 04:17:00.809515
/watch?v=FjGHUkIiAHQ&pp=ygUSYXVzdGluIHJlbnQgcHJpY2Vz,/@kxan_news,KXAN,Report: Austin rent prices slowly decreasing,222,2 years,"According to a new report from Zumper, the average for one bedroom has gone down from the last three months. Stay informed ...",2026-02-03 04:17:00.810741
/watch?v=M5yZhKkp73Q&pp=ygUSYXVzdGluIHJlbnQgcHJpY2Vz,/@FOX7Austin,FOX 7 Austin,Austin 2nd in nation when it comes to rising rents | FOX 7 Austin,840,3 years,Real estate company Redfin says rent prices in Austin have gone up by 35% year over year on average. READ MORE: ...,2026-02-03 04:17:00.812670
